pH,HCO3,source
5.75,0.427,Couturier et al. (2022)
5.83,0.7137,Couturier et al. (2022)
5.85,0.6893,Couturier et al. (2022)
6,0.48495,Couturier et al. (2022)
6,0.6954,Couturier et al. (2022)
6.08,0.8967,Couturier et al. (2022)
5.88,0.6466,Couturier et al. (2022)
5.49,0.1403,Couturier et al. (2022)
5.43,0.1708,Couturier et al. (2022)
5.38,0.1708,Couturier et al. (2022)
5.58,0.2562,Couturier et al. (2022)
5.56,0.1098,Couturier et al. (2022)
5.68,0.5368,Couturier et al. (2022)
5.68,0.5551,Couturier et al. (2022)
5.59,0.4453,Couturier et al. (2022)
5.52,0.3843,Couturier et al. (2022)
5.65,0.5307,Couturier et al. (2022)
5.69,0.63562,Couturier et al. (2022)
5.47,0.301828,Couturier et al. (2022)
5.84,0.4758,Couturier et al. (2022)
5.73,0.5429,Couturier et al. (2022)
5.93,0.6588,Couturier et al. (2022)
6.06,0.8357,Couturier et al. (2022)
6.25,0.6893,Couturier et al. (2022)
6.351,1.05042,Couturier et al. (2022)
6.41,0.826062,Couturier et al. (2022)
6.54,0.770979,Couturier et al. (2022)
6.31,0.81374,Couturier et al. (2022)
6.13,0.4392,Couturier et al. (2022)
6.3,0.6405,Couturier et al. (2022)
6.11,0.5124,Couturier et al. (2022)
6.44,0.6039,Couturier et al. (2022)
6.477,0.6527,Couturier et al. (2022)
6.35,0.6527,Couturier et al. (2022)
6.34,0.5612,Couturier et al. (2022)
6.32,0.6039,Couturier et al. (2022)
6.44,0.8723,Couturier et al. (2022)
6.56,0.9211,Couturier et al. (2022)
6.52,2.4278,Couturier et al. (2022)
6.3,0.9516,Couturier et al. (2022)
6.3,0.915,Couturier et al. (2022)
6.4,1.2017,Couturier et al. (2022)
6.44,0.9211,Couturier et al. (2022)
6.41,1.037,Couturier et al. (2022)
6.43,1.1895,Couturier et al. (2022)
6.41,1.1895,Couturier et al. (2022)
4.92,0.1952,Couturier et al. (2022)
5.26,0.080886,Couturier et al. (2022)
5.46,0.0305,Couturier et al. (2022)
5.52,0.1647,Couturier et al. (2022)
5.62,0.5734,Couturier et al. (2022)
5.98,0.3416,Couturier et al. (2022)
6.055,0.46909,Couturier et al. (2022)
6.17,0.421327,Couturier et al. (2022)
6.27,0.49288,Couturier et al. (2022)
6.11,1.6043,Couturier et al. (2022)
5.83,0.0793,Couturier et al. (2022)
6.21,1.9093,Couturier et al. (2022)
6.05,0.305,Couturier et al. (2022)
6.31,0.5002,Couturier et al. (2022)
6.303,0.5551,Couturier et al. (2022)
6.414,0.6588,Couturier et al. (2022)
6.39,0.6954,Couturier et al. (2022)
6.43,0.6649,Couturier et al. (2022)
6.44,1.0187,Couturier et al. (2022)
6.38,1.0736,Couturier et al. (2022)
6.51,2.013,Couturier et al. (2022)
6.55,0.793,Couturier et al. (2022)
6.39,0.9577,Couturier et al. (2022)
6.5,1.0614,Couturier et al. (2022)
6.51,0.9577,Couturier et al. (2022)
6.47,1.0797,Couturier et al. (2022)
6.62,1.3603,Couturier et al. (2022)
6.48,1.464,Couturier et al. (2022)
4.87,0.427,Couturier et al. (2022)
4.9,0.0366,Couturier et al. (2022)
5.04,0.020374,Couturier et al. (2022)
5.05,0.07381,Couturier et al. (2022)
5.17,0.427,Couturier et al. (2022)
5.65,0.6039,Couturier et al. (2022)
5.62,0.0061,Couturier et al. (2022)
5.84,0.57401,Couturier et al. (2022)
5.91,0.37881,Couturier et al. (2022)
6.12,0.33855,Couturier et al. (2022)
6.17,0.27084,Couturier et al. (2022)
6.34,0.60512,Couturier et al. (2022)
6.3,0.5673,Couturier et al. (2022)
5.57,0.2013,Couturier et al. (2022)
5.82,0.1464,Couturier et al. (2022)
5.72,0.183,Couturier et al. (2022)
5.48,0.0244,Couturier et al. (2022)
5.53,0.137372,Couturier et al. (2022)
5.65,0.240706,Couturier et al. (2022)
5.55,0.122,Couturier et al. (2022)
5.56,0.1281,Couturier et al. (2022)
5.79,0.0427,Couturier et al. (2022)
5.64,0.5734,Couturier et al. (2022)
5.69,0.1586,Couturier et al. (2022)
5.87,0.388631,Couturier et al. (2022)
5.93,0.261629,Couturier et al. (2022)
5.96,0.257481,Couturier et al. (2022)
5.89,0.267363,Couturier et al. (2022)
5.73,0.1037,Couturier et al. (2022)
5.63,0.0122,Couturier et al. (2022)
5.95,0.1037,Couturier et al. (2022)
5.938,0.1708,Couturier et al. (2022)
5.795,0.0671,Couturier et al. (2022)
5.83,0.2501,Couturier et al. (2022)
5.93,0.1525,Couturier et al. (2022)
6.07,0.1525,Couturier et al. (2022)
6.04,0.0854,Couturier et al. (2022)
6.15,0.9455,Couturier et al. (2022)
6.06,0.4026,Couturier et al. (2022)
6.06,0.10248,Couturier et al. (2022)
6.12,0.50752,Couturier et al. (2022)
6.15,0.42822,Couturier et al. (2022)
6.12,0.6222,Couturier et al. (2022)
6.26,0.7259,Couturier et al. (2022)
6.17,1.1041,Couturier et al. (2022)
5.47,0.0549,Couturier et al. (2022)
5.6,0.0793,Couturier et al. (2022)
5.71,0.1464,Couturier et al. (2022)
5.7,0.0915,Couturier et al. (2022)
5.85,0.1952,Couturier et al. (2022)
5.9,0.436699,Couturier et al. (2022)
5.99,0.549305,Couturier et al. (2022)
5.91,0.1769,Couturier et al. (2022)
5.89,0.2013,Couturier et al. (2022)
5.64,0.1769,Couturier et al. (2022)
5.82,0.7076,Couturier et al. (2022)
6.21,0.4514,Couturier et al. (2022)
6.071,0.435479,Couturier et al. (2022)
6.19,0.309514,Couturier et al. (2022)
6.29,0.435235,Couturier et al. (2022)
6.25,0.558638,Couturier et al. (2022)
6.14,0.2379,Couturier et al. (2022)
6.28,0.4941,Couturier et al. (2022)
6.14,0.3233,Couturier et al. (2022)
6.42,0.6405,Couturier et al. (2022)
6.365,0.5429,Couturier et al. (2022)
6.435,0.5368,Couturier et al. (2022)
6.46,0.7686,Couturier et al. (2022)
6.47,0.7564,Couturier et al. (2022)
6.5,1.4274,Couturier et al. (2022)
6.49,2.2387,Couturier et al. (2022)
6.48,0.9699,Couturier et al. (2022)
6.58,1.0858,Couturier et al. (2022)
6.6,1.2139,Couturier et al. (2022)
6.61,0.9943,Couturier et al. (2022)
6.59,1.0187,Couturier et al. (2022)
6.66,1.3725,Couturier et al. (2022)
6.48,1.3847,Couturier et al. (2022)
5.22,0.0732,Couturier et al. (2022)
5.33,0.016409,Couturier et al. (2022)
5.47,0.26657,Couturier et al. (2022)
5.58,0.35563,Couturier et al. (2022)
5.55,0.19337,Couturier et al. (2022)
5.66,0.2379,Couturier et al. (2022)
5.91,0.7259,Couturier et al. (2022)
5.94,0.7198,Couturier et al. (2022)
5.887,1.23037,Couturier et al. (2022)
6.316,0.89426,Couturier et al. (2022)
6.175,1.4213,Couturier et al. (2022)
5.977,1.97579,Couturier et al. (2022)
5.99,0.9882,Couturier et al. (2022)
5.921,1.55489,Couturier et al. (2022)
5.813,1.384578,Couturier et al. (2022)
5.961,1.426607,Couturier et al. (2022)
6.027,0.8418,Couturier et al. (2022)
5.847,1.2993,Couturier et al. (2022)
5.753,1.2932,Couturier et al. (2022)
6.09,1.2322,Couturier et al. (2022)
6.365,1.27673,Couturier et al. (2022)
6.353,1.18157,Couturier et al. (2022)
6.51,0.991616,Couturier et al. (2022)
6.43,1.167479,Couturier et al. (2022)
6.68,1.198711,Couturier et al. (2022)
6.51,0.7747,Couturier et al. (2022)
6.39,0.6893,Couturier et al. (2022)
6.35,0.6039,Couturier et al. (2022)
6.53,0.4636,Couturier et al. (2022)
6.434,1.0248,Couturier et al. (2022)
6.411,0.8418,Couturier et al. (2022)
6.39,0.8906,Couturier et al. (2022)
6.38,1.2017,Couturier et al. (2022)
6.62,1.0736,Couturier et al. (2022)
6.33,1.037,Couturier et al. (2022)
6.75,2.0679,Couturier et al. (2022)
6.44,1.0492,Couturier et al. (2022)
6.51,1.3664,Couturier et al. (2022)
6.44,1.6409,Couturier et al. (2022)
6.61,1.403,Couturier et al. (2022)
6.62,1.586,Couturier et al. (2022)
6.7,1.6409,Couturier et al. (2022)
6.46,1.6775,Couturier et al. (2022)
5.33,0.0305,Couturier et al. (2022)
5.21,0.1037,Couturier et al. (2022)
5.41,0.2684,Couturier et al. (2022)
5.64,0.4026,Couturier et al. (2022)
5.36,0.2013,Couturier et al. (2022)
5.26,0.0915,Couturier et al. (2022)
5.37,0.053863,Couturier et al. (2022)
5.43,0.198921,Couturier et al. (2022)
6.469,1.18035,Couturier et al. (2022)
5.48,0.2684,Couturier et al. (2022)
5.41,0.4392,Couturier et al. (2022)
5.59,0.2501,Couturier et al. (2022)
6.033,0.54168,Couturier et al. (2022)
6.28,0.631655,Couturier et al. (2022)
6.1,0.501664,Couturier et al. (2022)
6.02,0.45689,Couturier et al. (2022)
5.93,0.2501,Couturier et al. (2022)
5.77,0.0732,Couturier et al. (2022)
6.29,0.5002,Couturier et al. (2022)
6.067,0.4819,Couturier et al. (2022)
5.92,0.3477,Couturier et al. (2022)
5.83,0.4392,Couturier et al. (2022)
5.88,0.3233,Couturier et al. (2022)
6.35,0.671,Couturier et al. (2022)
6.18,0.5246,Couturier et al. (2022)
6.23,1.0858,Couturier et al. (2022)
5.88,0.3965,Couturier et al. (2022)
6.05,0.6954,Couturier et al. (2022)
6.1,0.7442,Couturier et al. (2022)
6.15,0.58133,Couturier et al. (2022)
6.21,0.7991,Couturier et al. (2022)
6.29,0.8601,Couturier et al. (2022)
6,0.7625,Couturier et al. (2022)
6.11,0.5734,Couturier et al. (2022)
6.1,0.3355,Couturier et al. (2022)
6.29,0.3416,Couturier et al. (2022)
6.356,0.7015,Couturier et al. (2022)
6.76,1.7263,Couturier et al. (2022)
6.88,1.8361,Couturier et al. (2022)
6.65,1.0492,Couturier et al. (2022)
6.67,1.4884,Couturier et al. (2022)
6.63,1.9093,Couturier et al. (2022)
6.91,3.4831,Couturier et al. (2022)
6.95,2.3973,Couturier et al. (2022)
7.04,3.3184,Couturier et al. (2022)
7.16,4.087,Couturier et al. (2022)
7.17,4.3432,Couturier et al. (2022)
7.13,4.209,Couturier et al. (2022)
7.18,5.0203,Couturier et al. (2022)
7.11,5.1484,Couturier et al. (2022)
5.164,0.0732,Couturier et al. (2022)
5.06,0.222345,Couturier et al. (2022)
5.94,0.0671,Couturier et al. (2022)
6.08,1.5189,Couturier et al. (2022)
5.94,0.2623,Couturier et al. (2022)
6.01,0.34221,Couturier et al. (2022)
5.87,0.4026,Couturier et al. (2022)
6.03,0.41907,Couturier et al. (2022)
6.11,1.2017,Couturier et al. (2022)
6.25,0.8418,Couturier et al. (2022)
6.03,0.43432,Couturier et al. (2022)
4.96,0.9638,Couturier et al. (2022)
5.07,0.08479,Couturier et al. (2022)
5.01,0.0427,Couturier et al. (2022)
5.87,0.0732,Couturier et al. (2022)
6,0.8296,Couturier et al. (2022)
5.97,0.29524,Couturier et al. (2022)
6.06,0.55754,Couturier et al. (2022)
6.08,0.38613,Couturier et al. (2022)
6.05,0.242414,Couturier et al. (2022)
6.18,0.56059,Couturier et al. (2022)
5.98,0.6283,Couturier et al. (2022)
5.26,0.3416,Couturier et al. (2022)
5.13,0.2013,Couturier et al. (2022)
5.36,0.427,Couturier et al. (2022)
5.3,0.549,Couturier et al. (2022)
5.07,4.16142,Couturier et al. (2022)
5.07,0.0122,Couturier et al. (2022)
5.17,0.196542,Couturier et al. (2022)
5.18,0.179218,Couturier et al. (2022)
5.17,0.1586,Couturier et al. (2022)
5.37,0.1769,Couturier et al. (2022)
5.08,0.4392,Couturier et al. (2022)
5.07,0.0488,Couturier et al. (2022)
5.416,0.563335,Couturier et al. (2022)
5.56,0.32391,Couturier et al. (2022)
5.55,0.303414,Couturier et al. (2022)
5.24,0.2989,Couturier et al. (2022)
5.18,0.0061,Couturier et al. (2022)
5.37,0.1586,Couturier et al. (2022)
5.45,0.1037,Couturier et al. (2022)
5.44,0.2379,Couturier et al. (2022)
5.57,0.3233,Couturier et al. (2022)
5.83,0.4941,Couturier et al. (2022)
5.76,0.2135,Couturier et al. (2022)
5.71,0.915,Couturier et al. (2022)
5.41,0.305,Couturier et al. (2022)
5.59,0.7747,Couturier et al. (2022)
5.63,0.9089,Couturier et al. (2022)
5.77,0.6588,Couturier et al. (2022)
5.7,0.732,Couturier et al. (2022)
5.86,1.0065,Couturier et al. (2022)
5.7,0.7564,Couturier et al. (2022)
5.6,0.0732,Couturier et al. (2022)
5.65,0.1098,Couturier et al. (2022)
5.76,0.1891,Couturier et al. (2022)
5.78,0.2074,Couturier et al. (2022)
5.74,0.3538,Couturier et al. (2022)
5.81,0.3843,Couturier et al. (2022)
6.03,0.759694,Couturier et al. (2022)
5.93,0.829234,Couturier et al. (2022)
5.91,0.2501,Couturier et al. (2022)
6.16,0.5002,Couturier et al. (2022)
6.2,0.6649,Couturier et al. (2022)
6.33,0.5734,Couturier et al. (2022)
6.42,0.9516,Couturier et al. (2022)
6.55,1.11203,Couturier et al. (2022)
6.67,0.952881,Couturier et al. (2022)
6.72,1.31455,Couturier et al. (2022)
6.72,1.270264,Couturier et al. (2022)
6.5,0.7808,Couturier et al. (2022)
6.76,1.3664,Couturier et al. (2022)
6.47,0.7198,Couturier et al. (2022)
6.67,1.3298,Couturier et al. (2022)
6.62,1.1651,Couturier et al. (2022)
6.739,1.4152,Couturier et al. (2022)
6.72,1.6226,Couturier et al. (2022)
6.8,1.7019,Couturier et al. (2022)
6.92,1.7995,Couturier et al. (2022)
6.81,1.6775,Couturier et al. (2022)
6.89,3.538,Couturier et al. (2022)
6.86,1.6958,Couturier et al. (2022)
6.94,2.2021,Couturier et al. (2022)
6.97,2.2814,Couturier et al. (2022)
6.9,2.1289,Couturier et al. (2022)
6.92,1.8849,Couturier et al. (2022)
6.98,2.8853,Couturier et al. (2022)
6.92,2.44,Couturier et al. (2022)
5.46,0.1464,Couturier et al. (2022)
5.42,0.0366,Couturier et al. (2022)
5.56,0.2196,Couturier et al. (2022)
5.6,0.0183,Couturier et al. (2022)
5.7,0.3477,Couturier et al. (2022)
5.75,0.4087,Couturier et al. (2022)
5.62,0.4392,Couturier et al. (2022)
5.45,0.2379,Couturier et al. (2022)
5.61,0.3111,Couturier et al. (2022)
5.64,0.445666,Couturier et al. (2022)
5.42,0.23729,Couturier et al. (2022)
5.83,0.3294,Couturier et al. (2022)
5.75,0.3965,Couturier et al. (2022)
5.97,0.4514,Couturier et al. (2022)
5.83,0.7015,Couturier et al. (2022)
6.29,0.6466,Couturier et al. (2022)
6.33,0.611098,Couturier et al. (2022)
6.27,0.782874,Couturier et al. (2022)
6.25,0.764818,Couturier et al. (2022)
6.15,0.3111,Couturier et al. (2022)
6.23,0.5368,Couturier et al. (2022)
6.2,0.5063,Couturier et al. (2022)
6.41,0.8113,Couturier et al. (2022)
6.408,0.6405,Couturier et al. (2022)
6.424,0.6161,Couturier et al. (2022)
6.48,0.7076,Couturier et al. (2022)
6.29,0.4209,Couturier et al. (2022)
6.54,0.7076,Couturier et al. (2022)
6.59,0.5856,Couturier et al. (2022)
6.54,1.647,Couturier et al. (2022)
6.42,0.7137,Couturier et al. (2022)
6.34,0.9333,Couturier et al. (2022)
6.54,1.1102,Couturier et al. (2022)
6.43,0.9516,Couturier et al. (2022)
6.55,0.9211,Couturier et al. (2022)
6.56,1.2749,Couturier et al. (2022)
6.51,1.3725,Couturier et al. (2022)
5.05,0.0427,Couturier et al. (2022)
5.122,0.290055,Couturier et al. (2022)
5.58,0.4392,Couturier et al. (2022)
5.88,0.9638,Couturier et al. (2022)
5.71,0.2745,Couturier et al. (2022)
5.66,0.36722,Couturier et al. (2022)
5.63,0.17568,Couturier et al. (2022)
5.81,0.28365,Couturier et al. (2022)
5.94,0.46238,Couturier et al. (2022)
5.75,0.51911,Couturier et al. (2022)
5.64,0.0183,Couturier et al. (2022)
5.62,1.464,Couturier et al. (2022)
5.42,0.1342,Couturier et al. (2022)
5.62,0.28792,Couturier et al. (2022)
5.58,0.32635,Couturier et al. (2022)
5.72,0.37576,Couturier et al. (2022)
5.67,0.43798,Couturier et al. (2022)
5.8,0.4941,Couturier et al. (2022)
5.74,0.36417,Couturier et al. (2022)
5.42,0.0427,Couturier et al. (2022)
5.52,0.5734,Couturier et al. (2022)
5.93,0.2196,Couturier et al. (2022)
5.99,0.421083,Couturier et al. (2022)
6.12,0.343369,Couturier et al. (2022)
6.15,0.421754,Couturier et al. (2022)
6.11,0.436394,Couturier et al. (2022)
5.84,0.1952,Couturier et al. (2022)
6.05,0.2684,Couturier et al. (2022)
5.86,0.1586,Couturier et al. (2022)
6.26,0.305,Couturier et al. (2022)
6.319,0.3782,Couturier et al. (2022)
6.236,0.3965,Couturier et al. (2022)
6.23,0.4331,Couturier et al. (2022)
6.33,0.5246,Couturier et al. (2022)
6.35,0.5307,Couturier et al. (2022)
6.33,0.6039,Couturier et al. (2022)
6.37,2.0252,Couturier et al. (2022)
6.29,0.5734,Couturier et al. (2022)
6.61,0.7503,Couturier et al. (2022)
6.46,1.0553,Couturier et al. (2022)
6.41,0.8784,Couturier et al. (2022)
6.35,1.2749,Couturier et al. (2022)
6.46,1.4152,Couturier et al. (2022)
6.32,1.0004,Couturier et al. (2022)
5.5,0.0793,Couturier et al. (2022)
5.7,0.4209,Couturier et al. (2022)
6.21,0.8235,Couturier et al. (2022)
6.34,0.9943,Couturier et al. (2022)
6.42,1.281,Couturier et al. (2022)
5.93,1.2627,Couturier et al. (2022)
6.3,0.8967,Couturier et al. (2022)
5.97,1.2505,Couturier et al. (2022)
6.14,1.870626,Couturier et al. (2022)
6.27,1.946205,Couturier et al. (2022)
6.38,1.7812,Couturier et al. (2022)
6.4,1.8788,Couturier et al. (2022)
6.68,2.6413,Couturier et al. (2022)
6.71,2.4278,Couturier et al. (2022)
6.99,2.6047,Couturier et al. (2022)
7.051,3.43247,Couturier et al. (2022)
6.98,3.346033,Couturier et al. (2022)
7,3.415329,Couturier et al. (2022)
7.05,2.500695,Couturier et al. (2022)
6.77,1.9642,Couturier et al. (2022)
6.86,2.9097,Couturier et al. (2022)
6.92,11.895,Couturier et al. (2022)
7.01,3.8552,Couturier et al. (2022)
6.952,3.6539,Couturier et al. (2022)
7.133,4.2395,Couturier et al. (2022)
6.95,4.2212,Couturier et al. (2022)
7.08,4.6238,Couturier et al. (2022)
7.18,5.2704,Couturier et al. (2022)
6.98,5.3497,Couturier et al. (2022)
7.26,6.832,Couturier et al. (2022)
7.28,5.2887,Couturier et al. (2022)
7.12,5.2643,Couturier et al. (2022)
7.16,5.6913,Couturier et al. (2022)
7.18,4.2151,Couturier et al. (2022)
7.25,5.0325,Couturier et al. (2022)
7.28,6.0451,Couturier et al. (2022)
7.19,5.8194,Couturier et al. (2022)
4.91,0.50813,Couturier et al. (2022)
5.23,0.0366,Couturier et al. (2022)
5.83,0.0244,Couturier et al. (2022)
6.06,0.1159,Couturier et al. (2022)
6.12,1.6104,Couturier et al. (2022)
6.04,0.3111,Couturier et al. (2022)
6.1,0.60329,Couturier et al. (2022)
5.99,0.9333,Couturier et al. (2022)
6.09,0.57279,Couturier et al. (2022)
6.22,0.9333,Couturier et al. (2022)
6.29,0.9638,Couturier et al. (2022)
6.18,0.48129,Couturier et al. (2022)
6.53,2.196,Kennedy et al. (2021)
7.2,3.66,Kennedy et al. (2021)
5.08,2.44,Kennedy et al. (2021)
5.08,2.44,Kennedy et al. (2021)
7.6,29.707,Kennedy et al. (2021)
7.38,26.718,Kennedy et al. (2021)
8.17,101.687,Kennedy et al. (2021)
8.24,69.662,Kennedy et al. (2021)
7.13,5.978,Kennedy et al. (2021)
7.2,6.71,Kennedy et al. (2021)
7.27,26.413,Kennedy et al. (2021)
7.76,31.476,Kennedy et al. (2021)
6.63,3.355,Kennedy et al. (2021)
6.76,2.44,Kennedy et al. (2021)
8.17,69.357,Kennedy et al. (2021)
8.31,66.185,Kennedy et al. (2021)
8.07,100.467,Kennedy et al. (2021)
8.12,101.626,Kennedy et al. (2021)
6.8,2.44,Kennedy et al. (2021)
7.35,8.113,Kennedy et al. (2021)
7.9,32.94,Kennedy et al. (2021)
7.9,32.94,Kennedy et al. (2021)
5.88,2.745,Kennedy et al. (2021)
6.42,2.44,Kennedy et al. (2021)
6.07,2.44,Kennedy et al. (2021)
6.8,2.44,Kennedy et al. (2021)
6.95,13.115,Kennedy et al. (2021)
6.83,5.063,Kennedy et al. (2021)
7.36,11.102,Kennedy et al. (2021)
8.13,88.633,Kennedy et al. (2021)
8.36,82.35,Kennedy et al. (2021)
6.93,4.88,Kennedy et al. (2021)
7.26,8.662,Kennedy et al. (2021)
6.03,3.05,Kennedy et al. (2021)
6.03,3.05,Kennedy et al. (2021)
8.17,89.06,Kennedy et al. (2021)
8.3,78.08,Kennedy et al. (2021)
5.83,1.83,Kennedy et al. (2021)
5.86,1.525,Kennedy et al. (2021)
8.33,97.173,Kennedy et al. (2021)
8.32,69.296,Kennedy et al. (2021)
8.1,78.873,Kennedy et al. (2021)
8.32,99.796,Kennedy et al. (2021)
6.5,2.44,Kennedy et al. (2021)
6.92,4.758,Kennedy et al. (2021)
8.13,87.779,Kennedy et al. (2021)
8.34,61.732,Kennedy et al. (2021)
8,59.048,Kennedy et al. (2021)
8.89,49.776,Kennedy et al. (2021)
6.62,3.233,Kennedy et al. (2021)
7.36,9.516,Kennedy et al. (2021)
7.87,79.3,Kennedy et al. (2021)
8.2,83.936,Kennedy et al. (2021)
8.19,55.876,Kennedy et al. (2021)
8.1,59.475,Kennedy et al. (2021)
8.13,101.687,Kennedy et al. (2021)
8.26,93.574,Kennedy et al. (2021)
7.51,20.984,Kennedy et al. (2021)
5.35,1.525,Kennedy et al. (2021)
5.42,1.525,Kennedy et al. (2021)
8,83.57,Kennedy et al. (2021)
8.2,85.278,Kennedy et al. (2021)
6.7,3.05,Kennedy et al. (2021)
7.13,3.05,Kennedy et al. (2021)
7.08,2.44,Kennedy et al. (2021)
7.36,2.928,Kennedy et al. (2021)
8.33,124.013,Kennedy et al. (2021)
8.32,122.671,Kennedy et al. (2021)
8,108.58,Kennedy et al. (2021)
8.14,106.14,Kennedy et al. (2021)
6.3,3.965,Kennedy et al. (2021)
6.86,2.44,Kennedy et al. (2021)
7.8,41.297,Kennedy et al. (2021)
8.3,50.63,Kennedy et al. (2021)
6.7,2.44,Kennedy et al. (2021)
7.75,2.44,Kennedy et al. (2021)
7.72,44.408,Kennedy et al. (2021)
7.97,57.157,Kennedy et al. (2021)
7.28,14.64,Kennedy et al. (2021)
7.32,19.276,Kennedy et al. (2021)
7.23,2.44,Kennedy et al. (2021)
7.38,3.05,Kennedy et al. (2021)
7.97,52.46,Kennedy et al. (2021)
7.96,56.73,Kennedy et al. (2021)
7.63,32.94,Kennedy et al. (2021)
7.78,43.432,Kennedy et al. (2021)
7.98,48.19,Kennedy et al. (2021)
8.1,46.543,Kennedy et al. (2021)
6.85,2.44,Kennedy et al. (2021)
7.26,2.928,Kennedy et al. (2021)
6.63,2.745,Kennedy et al. (2021)
6.92,2.745,Kennedy et al. (2021)
8.23,92.72,Kennedy et al. (2021)
8.4,60.39,Kennedy et al. (2021)
7.97,78.873,Kennedy et al. (2021)
7.94,73.078,Kennedy et al. (2021)
8.17,58.987,Kennedy et al. (2021)
8.17,58.987,Kennedy et al. (2021)
7.9,39.65,Kennedy et al. (2021)
7.78,42.7,Kennedy et al. (2021)
5.48,3.233,Kennedy et al. (2021)
5.48,3.233,Kennedy et al. (2021)
6.6,3.05,Kennedy et al. (2021)
6.6,3.05,Kennedy et al. (2021)
6.93,14.213,Kennedy et al. (2021)
7.5,18.178,Kennedy et al. (2021)
7.08,5.185,Kennedy et al. (2021)
7.02,4.27,Kennedy et al. (2021)
6.77,2.44,Kennedy et al. (2021)
6.77,2.44,Kennedy et al. (2021)
7.55,21.838,Kennedy et al. (2021)
7.94,27.206,Kennedy et al. (2021)
7.48,14.03,Kennedy et al. (2021)
7.5,13.786,Kennedy et al. (2021)
7.13,7.198,Kennedy et al. (2021)
7.57,14.579,Kennedy et al. (2021)
8.24,64.66,Kennedy et al. (2021)
8.26,56.974,Kennedy et al. (2021)
5.45,2.44,Kennedy et al. (2021)
6.32,2.44,Kennedy et al. (2021)
8.3,131.333,Kennedy et al. (2021)
8.34,100.284,Kennedy et al. (2021)
7.9,38.003,Kennedy et al. (2021)
8.12,39.04,Kennedy et al. (2021)
7.91,36.356,Kennedy et al. (2021)
7.83,32.208,Kennedy et al. (2021)
5.95,3.538,Kennedy et al. (2021)
7.73,11.163,Kennedy et al. (2021)
7.73,11.163,Kennedy et al. (2021)
7.67,32.757,Kennedy et al. (2021)
8.18,39.04,Kennedy et al. (2021)
6.63,2.44,Kennedy et al. (2021)
6.6,2.44,Kennedy et al. (2021)
6.56,3.172,Kennedy et al. (2021)
6.56,3.172,Kennedy et al. (2021)
5.8,2.44,Kennedy et al. (2021)
6,2.44,Kennedy et al. (2021)
6.47,2.44,Kennedy et al. (2021)
6.78,2.44,Kennedy et al. (2021)
8.39,63.196,Kennedy et al. (2021)
8.47,65.575,Kennedy et al. (2021)
8.1,74.847,Kennedy et al. (2021)
8.3,61.732,Kennedy et al. (2021)
8.24,68.381,Kennedy et al. (2021)
8.37,63.562,Kennedy et al. (2021)
8.76,39.833,Kennedy et al. (2021)
8.76,39.833,Kennedy et al. (2021)
8.17,88.877,Kennedy et al. (2021)
8.42,66.124,Kennedy et al. (2021)
7.53,79.3,Kennedy et al. (2021)
7.98,86.132,Kennedy et al. (2021)
5.37,2.806,Kennedy et al. (2021)
5.37,2.806,Kennedy et al. (2021)
7.95,98.515,Kennedy et al. (2021)
8.45,103.334,Kennedy et al. (2021)
6.7,2.44,Kennedy et al. (2021)
6.78,2.928,Kennedy et al. (2021)
7.75,96.563,Kennedy et al. (2021)
7.75,96.563,Kennedy et al. (2021)
5.35,1.525,Kennedy et al. (2021)
5.36,1.525,Kennedy et al. (2021)
7.77,40.687,Kennedy et al. (2021)
8.12,40.626,Kennedy et al. (2021)
7.83,98.027,Kennedy et al. (2021)
8.18,123.464,Kennedy et al. (2021)
8.1,122.61,Kennedy et al. (2021)
6.57,5.49,Kennedy et al. (2021)
6.57,5.49,Kennedy et al. (2021)
6.63,2.562,Kennedy et al. (2021)
6.23,2.562,Kennedy et al. (2021)
7.53,16.043,Kennedy et al. (2021)
7.74,18.544,Kennedy et al. (2021)
7.02,4.209,Kennedy et al. (2021)
8.1,46.543,Kennedy et al. (2021)
8.22,63.928,Kennedy et al. (2021)
6.16,2.623,Kennedy et al. (2021)
6.23,3.05,Kennedy et al. (2021)
7.57,36.6,Kennedy et al. (2021)
8.02,51.118,Kennedy et al. (2021)
